mc_number,mc_number_anon,doi,Journal,doi_article_prefix,container.title,published.print,issue,title,volume,author,issn,year,match,mc_prefix
AEJApp-2017-0160,NA,10.1257/app.20170160,AEJ:Applied Economics,NA,American Economic Journal: Applied Economics,2019-07-01,3,Do Women Give Up Competing More Easily? Evidence from the Lab and the Dutch Math Olympiad,11,,1945-7790,2019,TRUE,AEJApp
AEJApp-2017-0300,NA,10.1257/app.20170300,AEJ:Applied Economics,NA,American Economic Journal: Applied Economics,2019-01-01,1,Early Childhood Education by Television: Lessons from<i>Sesame Street</i>,11,,1945-7790,2019,TRUE,AEJApp
AEJApp-2013-0170,NA,10.1257/app.20130170,AEJ:Applied Economics,NA,American Economic Journal: Applied Economics,2018-01-01,1,Demand for Alcohol Consumption in Russia and Its Implication for Mortality,10,,1945-7790,2018,TRUE,AEJApp
AEJApp-2016-0257,NA,10.1257/app.20160257,AEJ:Applied Economics,NA,American Economic Journal: Applied Economics,2018-07-01,3,Paying to Avoid Recession: Using Reenlistment to Estimate the Cost of Unemployment,10,,1945-7790,2018,TRUE,AEJApp
AEJApp-2017-0611,NA,10.1257/app.20170611,AEJ:Applied Economics,NA,American Economic Journal: Applied Economics,2019-10-01,4,Pass-Through as a Test for Market Power: An Application to Solar Subsidies,11,,1945-7790,2019,TRUE,AEJApp
AEJApp-2017-0438,NA,10.1257/app.20170438,AEJ:Applied Economics,NA,American Economic Journal: Applied Economics,2019-04-01,2,Cooperation in Polygynous Households,11,,1945-7790,2019,TRUE,AEJApp
AEJApp-2016-0404,NA,10.1257/app.20160404,AEJ:Applied Economics,NA,American Economic Journal: Applied Economics,2018-01-01,1,Do Low Levels of Blood Lead Reduce Children's Future Test Scores?,10,,1945-7790,2018,TRUE,AEJApp
AEJApp-2018-0017,NA,10.1257/app.20180017,AEJ:Applied Economics,NA,American Economic Journal: Applied Economics,2020-04-01,2,The Paper Trail of Knowledge Spillovers: Evidence from Patent Interferences,12,,1945-7790,2020,TRUE,AEJApp
AEJpol-2016-0618,NA,10.1257/pol.20160618,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2019-05-01,2,Correcting for Misreporting of Government Benefits,11,,1945-774X,2019,TRUE,AEJpol
AEJpol-2016-0240,NA,10.1257/pol.20160240,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-11-01,4,Discounting Disentangled,10,,1945-774X,2018,TRUE,AEJpol
AEJpol-2017-0254,NA,10.1257/pol.20170254,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2019-08-01,3,The Impact of Investment Incentives: Evidence from UK Corporation Tax Returns,11,,1945-774X,2019,TRUE,AEJpol
AEJpol-2015-0165,NA,10.1257/pol.20150165,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-05-01,2,"Immigration, Employment Opportunities, and Criminal Behavior",10,,1945-774X,2018,TRUE,AEJpol
AEJpol-2017-0604,NA,10.1257/pol.20170604,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2020-05-01,2,Does School Desegregation Promote Diverse Interactions? An Equilibrium Model of Segregation within Schools,12,,1945-774X,2020,TRUE,AEJpol
AEJpol-2016-0439,NA,10.1257/pol.20160439,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2020-05-01,2,Revisiting the Effects of Unemployment Insurance Extensions on Unemployment: A Measurement‑Error‑Corrected Regression Discontinuity Approach,12,,1945-774X,2020,TRUE,AEJpol
AEJpol-2017-0019,NA,10.1257/pol.20170019,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2019-02-01,1,Are Consumers Poorly Informed about Fuel Economy? Evidence from Two Experiments,11,,1945-774X,2019,TRUE,AEJpol
AEJpol-2015-0088,NA,10.1257/pol.20150088,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-05-01,2,A Macroeconomic Approach to Optimal Unemployment Insurance: Theory,10,,1945-774X,2018,TRUE,AEJpol
AEJpol-2017-0570,NA,10.1257/pol.20170570,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2019-08-01,3,The Long-Run Effects of Teacher Collective Bargaining,11,,1945-774X,2019,TRUE,AEJpol
AEJpol-2017-0506,NA,10.1257/pol.20170506,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2020-02-01,1,The Returns to a Large Community College Program: Evidence from Admissions Lotteries,12,,1945-774X,2020,TRUE,AEJpol
AEJpol-2014-0313,NA,10.1257/pol.20140313,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2019-02-01,1,Liquidity Constraint Tightness and Consumer Responses to Fiscal Stimulus Policy,11,,1945-774X,2019,TRUE,AEJpol
AEJpol-2015-0421,NA,10.1257/pol.20150421,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2019-02-01,1,Physician Beliefs and Patient Preferences: A New Look at Regional Variation in Health Care Spending,11,,1945-774X,2019,TRUE,AEJpol
AEJpol-2016-0094,NA,10.1257/pol.20160094,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-02-01,1,The Effect of Prescription Drug Monitoring Programs on Opioid Utilization in Medicare,10,,1945-774X,2018,TRUE,AEJpol
AEJpol-2017-0012,NA,10.1257/pol.20170012,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-08-01,3,The Impact of Financial Education on Adolescents’ Intertemporal Choices,10,,1945-774X,2018,TRUE,AEJpol
AEJpol-2017-0082,NA,10.1257/pol.20170082,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-11-01,4,Supply-Side Drug Policy in the Presence of Substitutes: Evidence from the Introduction of Abuse-Deterrent Opioids,10,,1945-774X,2018,TRUE,AEJpol
AEJpol-2017-0118,NA,10.1257/pol.20170118,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2019-08-01,3,Estimating the Value of Public Insurance Using Complementary Private Insurance,11,,1945-774X,2019,TRUE,AEJpol
AEJpol-2016-0078,NA,10.1257/pol.20160078,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-08-01,3,Consumer Valuation of Fuel Costs and Tax Policy: Evidence from the European Car Market,10,,1945-774X,2018,TRUE,AEJpol
AEJpol-2018-0543,NA,10.1257/pol.20180543,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2019-11-01,4,New Evidence on Information Disclosure through Restaurant Hygiene Grading: Reply,11,,1945-774X,2019,TRUE,AEJpol
AEJpol-2018-0167,NA,10.1257/pol.20180167,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2019-08-01,3,Defensive Medicine: Evidence from Military Immunity,11,,1945-774X,2019,TRUE,AEJpol
AEJpol-2015-0378,NA,10.1257/pol.20150378,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-05-01,2,The Effect of Corporate Taxation on Investment and Financial Policy: Evidence from the DPAD,10,,1945-774X,2018,TRUE,AEJpol
AEJpol-2016-0229,NA,10.1257/pol.20160229,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-02-01,1,Under the Radar: The Effects of Monitoring Firms on Tax Compliance,10,,1945-774X,2018,TRUE,AEJpol
AEJpol-2018-0230,NA,10.1257/pol.20180230,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2019-11-01,4,New Evidence on Information Disclosure through Restaurant Hygiene Grading,11,,1945-774X,2019,TRUE,AEJpol
AEJpol-2017-0069,NA,10.1257/pol.20170069,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2019-11-01,4,The Impact of College Diversity on Behavior toward Minorities,11,,1945-774X,2019,TRUE,AEJpol
AEJpol-2016-0555,NA,10.1257/pol.20160555,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2020-02-01,1,Advertising and Environmental Stewardship: Evidence from the BP Oil Spill,12,,1945-774X,2020,TRUE,AEJpol
AEJpol-2018-0612,NA,10.1257/pol.20180612,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2020-05-01,2,Heat and Learning,12,,1945-774X,2020,TRUE,AEJpol
AEJpol-2018-0605,NA,10.1257/pol.20180605,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2020-05-01,2,An Equilibrium Theory of Retirement Plan Design,12,,1945-774X,2020,TRUE,AEJpol
AEJpol-2017-0195,NA,10.1257/pol.20170195,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2020-02-01,1,The Marginal Cost of Traffic Congestion and Road Pricing: Evidence from a Natural Experiment in Beijing,12,,1945-774X,2020,TRUE,AEJpol
AEJpol-2017-0709,NA,10.1257/pol.20170709,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2020-02-01,1,Learning Job Skills from Colleagues at Work: Evidence from a Field Experiment Using Teacher Performance Data,12,,1945-774X,2020,TRUE,AEJpol
AEJpol-2016-0093,NA,10.1257/pol.20160093,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-02-01,1,Moral Suasion and Economic Incentives: Field Experimental Evidence from Energy Demand,10,,1945-774X,2018,TRUE,AEJpol
AEJpol-2017-0014,NA,10.1257/pol.20170014,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2019-05-01,2,Screening in Contract Design: Evidence from the ACA Health Insurance Exchanges,11,,1945-774X,2019,TRUE,AEJpol
AEJpol-2016-0573,NA,10.1257/pol.20160573,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2019-05-01,2,"Good Cop, Bad Cop: Using Civilian Allegations to Predict Police Misconduct",11,,1945-774X,2019,TRUE,AEJpol
AEJpol-2016-0384,NA,10.1257/pol.20160384,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-08-01,3,Trickle-Down Ethnic Politics: Drunk and Absent in the Kenya Police Force (1957–1970),10,,1945-774X,2018,TRUE,AEJpol
AEJpol-2016-0605,NA,10.1257/pol.20160605,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-08-01,3,The Role of Information in Disability Insurance Application: An Analysis of the Social Security Statement Phase-In,10,,1945-774X,2018,TRUE,AEJpol
AEJpol-2017-0620,NA,10.1257/pol.20170620,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2020-02-01,1,A Passage to America: University Funding and International Students,12,,1945-774X,2020,TRUE,AEJpol
AEJpol-2017-0243,NA,10.1257/pol.20170243,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2020-02-01,1,Teacher Value Added in a Low-Income Country,12,,1945-774X,2020,TRUE,AEJpol
AEJpol-2016-0365,NA,10.1257/pol.20160365,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-11-01,4,Fleeing a Lame Duck: Policy Uncertainty and Manufacturing Investment in US States,10,,1945-774X,2018,TRUE,AEJpol
AEJpol-2018-0352,NA,10.1257/pol.20180352,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2020-02-01,1,Do Human Capital Decisions Respond to the Returns to Education? Evidence from DACA,12,,1945-774X,2020,TRUE,AEJpol
AEJpol-2015-0369,NA,10.1257/pol.20150369,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-02-01,1,Paternalism against Veblen: Optimal Taxation and Non-respected Preferences for Social Comparisons,10,,1945-774X,2018,TRUE,AEJpol
AEJpol-2016-0132,NA,10.1257/pol.20160132,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-02-01,1,Identifying the Harm of Manipulable School-Choice Mechanisms,10,,1945-774X,2018,TRUE,AEJpol
AEJpol-2015-0321,NA,10.1257/pol.20150321,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-05-01,2,The Fall of Coal: Joint Impacts of Fuel Prices and Renewables on Generation and Emissions,10,,1945-774X,2018,TRUE,AEJpol
AEJpol-2017-0403,NA,10.1257/pol.20170403,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2019-02-01,1,Effectiveness of Fiscal Incentives for R&amp;D: Quasi-experimental Evidence,11,,1945-774X,2019,TRUE,AEJpol
AEJpol-2017-0588,NA,10.1257/pol.20170588,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2019-11-01,4,Incentives and Unintended Consequences: Spillover Effects in Food Choice,11,,1945-774X,2019,TRUE,AEJpol
AEJpol-2017-0045,NA,10.1257/pol.20170045,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-08-01,3,Does the Election of a Female Leader Clear the Way for More Women in Politics?,10,,1945-774X,2018,TRUE,AEJpol
AEJpol-2016-0272,NA,10.1257/pol.20160272,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2019-08-01,3,"Place-Based Policies, Creation, and Agglomeration Economies: Evidence from China’s Economic Zone Program",11,,1945-774X,2019,TRUE,AEJpol
AEJpol-2017-0262,NA,10.1257/pol.20170262,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2020-05-01,2,Unemployment Insurance and Means-Tested Program Interactions: Evidence from Administrative Data,12,,1945-774X,2020,TRUE,AEJpol
AEJpol-2017-0619,NA,10.1257/pol.20170619,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2019-08-01,3,"Provider Supply, Utilization, and Infant Health: Evidence from a Physician Distribution Policy",11,,1945-774X,2019,TRUE,AEJpol
AEJpol-2019-0690,NA,10.1257/pol.20190690,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2021-05-01,2,The Role of Electoral Incentives for Policy Innovation: Evidence from the US Welfare Reform,13,,1945-774X,2021,TRUE,AEJpol
AEJpol-2015-0024,NA,10.1257/pol.20150024,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2019-11-01,4,Randomized Safety Inspections and Risk Exposure on the Job: Quasi-experimental Estimates of the Value of a Statistical Life,11,,1945-774X,2019,TRUE,AEJpol
AEJpol-2018-0070,NA,10.1257/pol.20180070,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2019-08-01,3,Liquidity Constraints of the Middle Class,11,,1945-774X,2019,TRUE,AEJpol
AEJpol-2016-0076,NA,10.1257/pol.20160076,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2019-05-01,2,Financial Incentives and Earnings of Disability Insurance Recipients: Evidence from a Notch Design,11,,1945-774X,2019,TRUE,AEJpol
AEJpol-2015-0206,NA,10.1257/pol.20150206,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2019-05-01,2,Are Local Tax Rates Strategic Complements or Strategic Substitutes?,11,,1945-774X,2019,TRUE,AEJpol
AEJpol-2015-0176,NA,10.1257/pol.20150176,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-05-01,2,How Do Changes in Housing Voucher Design Affect Rent and Neighborhood Quality?,10,,1945-774X,2018,TRUE,AEJpol
AEJpol-2015-0313,NA,10.1257/pol.20150313,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2020-02-01,1,Financial Education versus Costly Counseling: How to Dissuade Borrowers from Choosing Risky Mortgages?,12,,1945-774X,2020,TRUE,AEJpol
AEJpol-2017-0484,NA,10.1257/pol.20170484,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2019-11-01,4,"Peer Preferences, School Competition, and the Effects of Public School Choice",11,,1945-774X,2019,TRUE,AEJpol
AEJpol-2015-0066,NA,10.1257/pol.20150066,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-02-01,1,Cheating and Incentives: Learning from a Policy Experiment,10,,1945-774X,2018,TRUE,AEJpol
AEJpol-2016-0068,NA,10.1257/pol.20160068,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-02-01,1,The Consequences of Health Care Privatization: Evidence from Medicare Advantage Exits,10,,1945-774X,2018,TRUE,AEJpol
AEJpol-2017-0046,NA,10.1257/pol.20170046,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-08-01,3,Projections and Uncertainties about Climate Change in an Era of Minimal Climate Policies,10,,1945-774X,2018,TRUE,AEJpol
AEJpol-2017-0499,NA,10.1257/pol.20170499,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2019-02-01,1,The Out-of-State Tuition Distortion,11,,1945-774X,2019,TRUE,AEJpol
AEJpol-2015-0362,NA,10.1257/pol.20150362,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2019-02-01,1,Best Prices: Price Discrimination and Consumer Substitution,11,,1945-774X,2019,TRUE,AEJpol
AEJpol-2014-0483,NA,10.1257/pol.20140483,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-11-01,4,Taxes and US Oil Production: Evidence from California and the Windfall Profit Tax,10,,1945-774X,2018,TRUE,AEJpol
AEJpol-2015-0523,NA,10.1257/pol.20150523,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-02-01,1,Do Physicians Respond to the Costs and Cost-Sensitivity of Their Patients?,10,,1945-774X,2018,TRUE,AEJpol
AEJpol-2016-0462,NA,10.1257/pol.20160462,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-05-01,2,A Macroeconomic Approach to Optimal Unemployment Insurance: Applications,10,,1945-774X,2018,TRUE,AEJpol
AEJpol-2014-0467,NA,10.1257/pol.20140467,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2020-05-01,2,Tax Credits and Small Firm R&amp;D Spending,12,,1945-774X,2020,TRUE,AEJpol
AEJpol-2016-0005,NA,10.1257/pol.20160005,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2020-02-01,1,Do Credit Market Shocks Affect the Real Economy? Quasi-experimental Evidence from the Great Recession and “Normal” Economic Times,12,,1945-774X,2020,TRUE,AEJpol
AEJpol-2015-0297,NA,10.1257/pol.20150297,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-11-01,4,A Dynamic Model of Housing Supply,10,,1945-774X,2018,TRUE,AEJpol
AEJpol-2016-0465,NA,10.1257/pol.20160465,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2019-05-01,2,Geographic Cross-Sectional Fiscal Spending Multipliers: What Have We Learned?,11,,1945-774X,2019,TRUE,AEJpol
AEJpol-2016-0355,NA,10.1257/pol.20160355,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-08-01,3,Private Provision of Social Insurance: Drug-Specific Price Elasticities and Cost Sharing in Medicare Part D,10,,1945-774X,2018,TRUE,AEJpol
AEJpol-2016-0395,NA,10.1257/pol.20160395,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-11-01,4,The Persistent Effects of Place-Based Policy: Evidence from the West-German Zonenrandgebiet,10,,1945-774X,2018,TRUE,AEJpol
AEJpol-2018-0076,NA,10.1257/pol.20180076,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2019-11-01,4,Who Is Screened Out? Application Costs and the Targeting of Disability Programs,11,,1945-774X,2019,TRUE,AEJpol
AEJpol-2017-0108,NA,10.1257/pol.20170108,AEJ:Economic Policy,NA,American Economic Journal: Economic Policy,2018-08-01,3,Cash-Flow Taxes in an International Setting,10,,1945-774X,2018,TRUE,AEJpol
